1,1,0
1,0,1
2,1,1
2,0,3
3,1,3
1,1,5
1,0,6
3,0,7
4,1,7
1,1,10
1,0,11
2,1,11
2,0,13
1,1,15
1,0,16
4,0,17
3,1,18
1,1,20
1,0,21
2,1,21
2,0,23
3,0,24
1,1,25
1,0,26
1,1,30
1,0,31
2,1,31
2,0,33
3,1,33
1,1,35
1,0,36
3,0,37
4,1,37
1,1,40
1,0,41
2,1,41
2,0,43
1,1,45
1,0,46
4,0,47
3,1,48
1,1,50
1,0,51
2,1,51
2,0,53
3,0,54
1,1,55
1,0,56
1,1,60
1,0,61
2,1,61
2,0,63
3,1,63
1,1,65
1,0,66
3,0,67
4,1,67
1,1,70
1,0,71
2,1,71
2,0,73
1,1,75
1,0,76
4,0,77
3,1,78
1,1,80
1,0,81
2,1,81
2,0,83
3,0,84
1,1,85
1,0,86
1,1,90
1,0,91
2,1,91
2,0,93
3,1,93
1,1,95
1,0,96
3,0,97
4,1,97
1,1,100
1,0,101
2,1,101
2,0,103
1,1,105
1,0,106
4,0,107
3,1,108
1,1,110
1,0,111
2,1,111
2,0,113
3,0,114
1,1,115
1,0,116
1,1,120
1,0,121
2,1,121
2,0,123
3,1,123
1,1,125
1,0,126
3,0,127
4,1,127
1,1,130
1,0,131
2,1,131
2,0,133
1,1,135
1,0,136
4,0,137
3,1,138
1,1,140
1,0,141
2,1,141
2,0,143
3,0,144
1,1,145
1,0,146
1,1,150
1,0,151
2,1,151
2,0,153
3,1,153
1,1,155
1,0,156
3,0,157
4,1,157
1,1,160
1,0,161
2,1,161
2,0,163
1,1,165
1,0,166
4,0,167
3,1,168
1,1,170
1,0,171
2,1,171
2,0,173
3,0,174
1,1,175
1,0,176
1,1,180
1,0,181
2,1,181
2,0,183
3,1,183
1,1,185
1,0,186
3,0,187
4,1,187
1,1,190
1,0,191
2,1,191
2,0,193
1,1,195
1,0,196
4,0,197
3,1,198
1,1,200
1,0,201
2,1,201
2,0,203
3,0,204
1,1,205
1,0,206
1,1,210
1,0,211
2,1,211
2,0,213
3,1,213
1,1,215
1,0,216
3,0,217
4,1,217
1,1,220
1,0,221
2,1,221
2,0,223
1,1,225
1,0,226
4,0,227
3,1,228
1,1,230
1,0,231
2,1,231
2,0,233
3,0,234
1,1,235
1,0,236
1,1,240
1,0,241
2,1,241
2,0,243
3,1,243
1,1,245
1,0,246
3,0,247
4,1,247
1,1,250
1,0,251
2,1,251
2,0,253
1,1,255
1,0,256
4,0,257
3,1,258
1,1,260
1,0,261
2,1,261
2,0,263
3,0,264
1,1,265
1,0,266
1,1,270
1,0,271
2,1,271
2,0,273
3,1,273
1,1,275
1,0,276
3,0,277
4,1,277
1,1,280
1,0,281
2,1,281
2,0,283
1,1,285
1,0,286
4,0,287
3,1,288
1,1,290
1,0,291
2,1,291
2,0,293
3,0,294
1,1,295
1,0,296
1,1,300
1,0,301
2,1,301
2,0,303
3,1,303
1,1,305
1,0,306
3,0,307
4,1,307
1,1,310
1,0,311
2,1,311
2,0,313
1,1,315
1,0,316
4,0,317
3,1,318
1,1,320
1,0,321
2,1,321
2,0,323
3,0,324
1,1,325
1,0,326
1,1,330
1,0,331
2,1,331
2,0,333
3,1,333
1,1,335
1,0,336
3,0,337
4,1,337
1,1,340
1,0,341
2,1,341
2,0,343
1,1,345
1,0,346
4,0,347
3,1,348
1,1,350
1,0,351
2,1,351
2,0,353
3,0,354
1,1,355
1,0,356
1,1,360
1,0,361
2,1,361
2,0,363
3,1,363
1,1,365
1,0,366
3,0,367
4,1,367
1,1,370
1,0,371
2,1,371
2,0,373
1,1,375
1,0,376
4,0,377
3,1,378
1,1,380
1,0,381
2,1,381
2,0,383
3,0,384
1,1,385
1,0,386
1,1,390
1,0,391
2,1,391
2,0,393
3,1,393
1,1,395
1,0,396
3,0,397
4,1,397
1,1,400
1,0,401
2,1,401
2,0,403
1,1,405
1,0,406
4,0,407
3,1,408
1,1,410
1,0,411
2,1,411
2,0,413
3,0,414
1,1,415
1,0,416
1,1,420
1,0,421
2,1,421
2,0,423
3,1,423
1,1,425
1,0,426
3,0,427
4,1,427
1,1,430
1,0,431
2,1,431
2,0,433
1,1,435
1,0,436
4,0,437
3,1,438
1,1,440
1,0,441
2,1,441
2,0,443
3,0,444
1,1,445
1,0,446
1,1,450
1,0,451
2,1,451
2,0,453
3,1,453
1,1,455
1,0,456
3,0,457
4,1,457
1,1,460
1,0,461
2,1,461
2,0,463
1,1,465
1,0,466
4,0,467
3,1,468
1,1,470
1,0,471
2,1,471
2,0,473
3,0,474
1,1,475
1,0,476
1,1,480
1,0,481
2,1,481
2,0,483
3,1,483
1,1,485
1,0,486
3,0,487
4,1,487
1,1,490
1,0,491
2,1,491
2,0,493
1,1,495
1,0,496
4,0,497
3,1,498
1,1,500
1,0,501
2,1,501
2,0,503
3,0,504
1,1,505
1,0,506
1,1,510
1,0,511
2,1,511
2,0,513
3,1,513
1,1,515
1,0,516
3,0,517
4,1,517
1,1,520
1,0,521
2,1,521
2,0,523
1,1,525
1,0,526
4,0,527
3,1,528
1,1,530
1,0,531
2,1,531
2,0,533
3,0,534
1,1,535
1,0,536
1,1,540
1,0,541
2,1,541
2,0,543
3,1,543
1,1,545
1,0,546
3,0,547
4,1,547
1,1,550
1,0,551
2,1,551
2,0,553
1,1,555
1,0,556
4,0,557
3,1,558
1,1,560
0,1,560
