1,1,0
1,0,1
2,1,1
2,0,3
4,1,3
1,1,5
1,0,6
1,1,10
1,0,11
2,1,11
2,0,13
4,0,13
3,1,13
1,1,15
1,0,16
3,0,17
1,1,20
1,0,21
2,1,21
2,0,23
1,1,25
1,0,26
3,1,28
1,1,30
1,0,31
2,1,31
2,0,33
4,1,33
1,1,35
1,0,36
1,1,40
1,0,41
2,1,41
2,0,43
4,0,43
3,0,44
3,1,44
1,1,45
1,0,46
3,0,48
1,1,50
1,0,51
2,1,51
2,0,53
1,1,55
1,0,56
3,1,58
1,1,60
1,0,61
2,1,61
2,0,63
4,1,63
1,1,65
1,0,66
1,1,70
1,0,71
2,1,71
2,0,73
4,0,73
3,0,74
3,1,74
1,1,75
1,0,76
3,0,78
1,1,80
1,0,81
2,1,81
2,0,83
1,1,85
1,0,86
3,1,88
1,1,90
1,0,91
2,1,91
2,0,93
4,1,93
1,1,95
1,0,96
1,1,100
1,0,101
2,1,101
2,0,103
4,0,103
3,0,104
3,1,104
1,1,105
1,0,106
3,0,108
1,1,110
1,0,111
2,1,111
2,0,113
1,1,115
1,0,116
3,1,118
1,1,120
1,0,121
2,1,121
2,0,123
4,1,123
1,1,125
1,0,126
1,1,130
1,0,131
2,1,131
2,0,133
4,0,133
3,0,134
3,1,134
1,1,135
1,0,136
3,0,138
1,1,140
1,0,141
2,1,141
2,0,143
1,1,145
1,0,146
3,1,148
1,1,150
1,0,151
2,1,151
2,0,153
4,1,153
1,1,155
1,0,156
1,1,160
1,0,161
2,1,161
2,0,163
4,0,163
3,0,164
3,1,164
1,1,165
1,0,166
3,0,168
1,1,170
1,0,171
2,1,171
2,0,173
1,1,175
1,0,176
3,1,178
1,1,180
1,0,181
2,1,181
2,0,183
4,1,183
1,1,185
1,0,186
1,1,190
1,0,191
2,1,191
2,0,193
4,0,193
3,0,194
3,1,194
1,1,195
1,0,196
3,0,198
1,1,200
1,0,201
2,1,201
2,0,203
1,1,205
1,0,206
3,1,208
1,1,210
1,0,211
2,1,211
2,0,213
4,1,213
1,1,215
1,0,216
1,1,220
1,0,221
2,1,221
2,0,223
4,0,223
3,0,224
3,1,224
1,1,225
1,0,226
3,0,228
1,1,230
1,0,231
2,1,231
2,0,233
1,1,235
1,0,236
3,1,238
1,1,240
1,0,241
2,1,241
2,0,243
4,1,243
1,1,245
1,0,246
1,1,250
1,0,251
2,1,251
2,0,253
4,0,253
3,0,254
3,1,254
1,1,255
1,0,256
3,0,258
1,1,260
1,0,261
2,1,261
2,0,263
1,1,265
1,0,266
3,1,268
1,1,270
1,0,271
2,1,271
2,0,273
4,1,273
1,1,275
1,0,276
1,1,280
1,0,281
2,1,281
2,0,283
4,0,283
3,0,284
3,1,284
1,1,285
1,0,286
3,0,288
1,1,290
1,0,291
2,1,291
2,0,293
1,1,295
1,0,296
3,1,298
1,1,300
1,0,301
2,1,301
2,0,303
4,1,303
1,1,305
1,0,306
1,1,310
1,0,311
2,1,311
2,0,313
4,0,313
3,0,314
3,1,314
1,1,315
1,0,316
3,0,318
1,1,320
1,0,321
2,1,321
2,0,323
1,1,325
1,0,326
3,1,328
1,1,330
1,0,331
2,1,331
2,0,333
4,1,333
1,1,335
1,0,336
1,1,340
1,0,341
2,1,341
2,0,343
4,0,343
3,0,344
3,1,344
1,1,345
1,0,346
3,0,348
1,1,350
1,0,351
2,1,351
2,0,353
1,1,355
1,0,356
3,1,358
1,1,360
1,0,361
2,1,361
2,0,363
4,1,363
1,1,365
1,0,366
1,1,370
1,0,371
2,1,371
2,0,373
4,0,373
3,0,374
3,1,374
1,1,375
1,0,376
3,0,378
1,1,380
1,0,381
2,1,381
2,0,383
1,1,385
1,0,386
3,1,388
1,1,390
1,0,391
2,1,391
2,0,393
4,1,393
1,1,395
1,0,396
1,1,400
1,0,401
2,1,401
2,0,403
4,0,403
3,0,404
3,1,404
1,1,405
1,0,406
3,0,408
1,1,410
1,0,411
2,1,411
2,0,413
1,1,415
1,0,416
3,1,418
1,1,420
1,0,421
2,1,421
2,0,423
4,1,423
1,1,425
1,0,426
1,1,430
1,0,431
2,1,431
2,0,433
4,0,433
3,0,434
3,1,434
1,1,435
1,0,436
3,0,438
1,1,440
1,0,441
2,1,441
2,0,443
1,1,445
1,0,446
3,1,448
1,1,450
1,0,451
2,1,451
2,0,453
4,1,453
1,1,455
1,0,456
1,1,460
1,0,461
2,1,461
2,0,463
4,0,463
3,0,464
3,1,464
1,1,465
1,0,466
3,0,468
1,1,470
1,0,471
2,1,471
2,0,473
1,1,475
1,0,476
3,1,478
1,1,480
1,0,481
2,1,481
2,0,483
4,1,483
1,1,485
1,0,486
1,1,490
1,0,491
2,1,491
2,0,493
4,0,493
3,0,494
3,1,494
1,1,495
1,0,496
3,0,498
1,1,500
1,0,501
2,1,501
2,0,503
1,1,505
1,0,506
3,1,508
1,1,510
1,0,511
2,1,511
2,0,513
4,1,513
1,1,515
1,0,516
1,1,520
1,0,521
2,1,521
2,0,523
4,0,523
3,0,524
3,1,524
1,1,525
1,0,526
3,0,528
1,1,530
1,0,531
2,1,531
2,0,533
1,1,535
1,0,536
3,1,538
1,1,540
1,0,541
2,1,541
2,0,543
4,1,543
1,1,545
1,0,546
1,1,550
1,0,551
2,1,551
2,0,553
4,0,553
3,0,554
3,1,554
1,1,555
1,0,556
3,0,558
1,1,560
1,0,561
0,1,561
