1,1,0
1,0,1
2,0,2
1,1,5
3,0,7
1,1,10
1,0,11
1,1,15
3,1,17
2,1,20
3,0,21
1,1,25
1,1,30
1,0,31
2,0,32
1,1,35
3,0,36
1,1,40
1,0,41
1,1,45
3,1,47
1,1,50
1,0,51
2,0,52
1,0,56
2,1,60
4,1,61
3,1,62
1,0,66
4,0,67
2,1,70
2,0,72
1,0,76
1,1,80
1,0,81
2,0,82
1,0,86
2,1,90
4,1,91
3,1,92
1,0,96
4,0,97
2,1,100
2,0,102
1,0,106
1,1,110
1,0,111
2,0,112
1,0,116
2,1,120
4,1,121
3,1,122
1,0,126
4,0,127
2,1,130
2,0,132
1,0,136
1,1,140
1,0,141
2,0,142
1,0,146
2,1,150
4,1,151
3,1,152
1,0,156
4,0,157
2,1,160
2,0,162
1,0,166
1,1,170
1,0,171
2,0,172
1,0,176
2,1,180
4,1,181
3,1,182
1,0,186
4,0,187
2,1,190
2,0,192
1,0,196
1,1,200
1,0,201
2,0,202
1,0,206
2,1,210
4,1,211
3,1,212
1,0,216
4,0,217
2,1,220
2,0,222
1,0,226
1,1,230
1,0,231
2,0,232
1,0,236
2,1,240
4,1,241
3,1,242
1,0,246
4,0,247
2,1,250
2,0,252
1,0,256
1,1,260
1,0,261
2,0,262
1,0,266
2,1,270
4,1,271
3,1,272
1,0,276
4,0,277
2,1,280
2,0,282
1,0,286
1,1,290
1,0,291
2,0,292
1,0,296
2,1,300
4,1,301
3,1,302
1,0,306
4,0,307
2,1,310
2,0,312
1,0,316
1,1,320
1,0,321
2,0,322
1,0,326
2,1,330
4,1,331
3,1,332
1,0,336
4,0,337
2,1,340
2,0,342
1,0,346
1,1,350
1,0,351
2,0,352
1,0,356
2,1,360
4,1,361
3,1,362
1,0,366
4,0,367
2,1,370
2,0,372
1,0,376
1,1,380
1,0,381
2,0,382
1,0,386
2,1,390
4,1,391
3,1,392
1,0,396
4,0,397
2,1,400
2,0,402
1,0,406
1,1,410
1,0,411
2,0,412
1,0,416
2,1,420
4,1,421
3,1,422
1,0,426
4,0,427
2,1,430
2,0,432
1,0,436
1,1,440
1,0,441
2,0,442
1,0,446
2,1,450
4,1,451
3,1,452
1,0,456
4,0,457
2,1,460
2,0,462
1,0,466
1,1,470
1,0,471
2,0,472
1,0,476
2,1,480
4,1,481
3,1,482
1,0,486
4,0,487
2,1,490
2,0,492
1,0,496
1,1,500
1,0,501
2,0,502
1,0,506
2,1,510
4,1,511
3,1,512
1,0,516
4,0,517
2,1,520
2,0,522
1,0,526
1,1,530
1,0,531
2,0,532
1,0,536
2,1,540
4,1,541
3,1,542
1,0,546
4,0,547
2,1,550
2,0,552
1,0,556
1,1,560
1,0,561
2,0,562
1,0,566
2,1,570
4,1,571
3,1,572
1,0,576
4,0,577
2,1,580
2,0,582
1,0,586
1,1,590
1,0,591
2,0,592
1,0,596
2,1,600
4,1,601
3,1,602
1,0,606
4,0,607
2,1,610
2,0,612
1,0,616
1,1,620
1,0,621
2,0,622
1,0,626
2,1,630
4,1,631
3,1,632
1,0,636
4,0,637
2,1,640
2,0,642
1,0,646
1,1,650
1,0,651
2,0,652
1,0,656
2,1,660
4,1,661
3,1,662
1,0,666
4,0,667
2,1,670
2,0,672
1,0,676
1,1,680
1,0,681
2,0,682
1,0,686
2,1,690
4,1,691
3,1,692
1,0,696
4,0,697
2,1,700
2,0,702
1,0,706
1,1,710
1,0,711
2,0,712
1,0,716
2,1,720
4,1,721
3,1,722
1,0,726
4,0,727
2,1,730
2,0,732
1,0,736
1,1,740
1,0,741
2,0,742
1,0,746
2,1,750
4,1,751
3,1,752
1,0,756
4,0,757
2,1,760
2,0,762
1,0,766
1,1,770
1,0,771
2,0,772
1,0,776
2,1,780
4,1,781
3,1,782
1,0,786
4,0,787
2,1,790
2,0,792
1,0,796
1,1,800
1,0,801
2,0,802
1,0,806
2,1,810
4,1,811
3,1,812
1,0,816
4,0,817
2,1,820
2,0,822
1,0,826
1,1,830
1,0,831
2,0,832
1,0,836
2,1,840
4,1,841
3,1,842
1,0,846
4,0,847
2,1,850
2,0,852
1,0,856
1,1,860
1,0,861
2,0,862
1,0,866
2,1,870
4,1,871
3,1,872
1,0,876
4,0,877
2,1,880
2,0,882
1,0,886
1,1,890
1,0,891
2,0,892
1,0,896
2,1,900
4,1,901
3,1,902
1,0,906
4,0,907
2,1,910
2,0,912
1,0,916
1,1,920
1,0,921
2,0,922
1,0,926
2,1,930
4,1,931
3,1,932
1,0,936
4,0,937
2,1,940
2,0,942
1,0,946
1,1,950
1,0,951
2,0,952
1,0,956
2,1,960
4,1,961
3,1,962
1,0,966
4,0,967
2,1,970
2,0,972
1,0,976
1,1,980
1,0,981
2,0,982
1,0,986
2,1,990
4,1,991
3,1,992
1,0,996
4,0,997
2,1,1000
1,0,1001
1,1,1005
3,1,1007
2,1,1010
3,0,1011
1,1,1015
1,1,1020
4,1,1021
3,1,1022
1,0,1026
4,0,1027
2,1,1030
2,0,1032
1,0,1036
1,1,1040
3,0,1041
1,1,1045
1,1,1050
4,1,1051
3,1,1052
1,0,1056
4,0,1057
2,1,1060
2,0,1062
1,0,1066
1,1,1070
3,0,1071
1,1,1075
1,1,1080
4,1,1081
3,1,1082
1,0,1086
4,0,1087
2,1,1090
2,0,1092
1,0,1096
1,1,1100
3,0,1101
1,1,1105
1,1,1110
4,1,1111
3,1,1112
1,0,1116
4,0,1117
2,1,1120
